번호,제목,평점,관람 등급,장르,감독,출연진,줄거리,processed_text,키워드
167332,가정교사의 은밀한 개인교습-무삭제판-,0.0,청소년 관람불가,['에로'],카리노나 마이,['코바야카와 레이코'],"에피소드1남편 친구 아들인 재수생 겐타의 가정교사를 맡게 된 음란한 가정교사 레이코는 그날 밤 겐타를 상상하며 자위를 하기 시작한다. 다음 날 그녀는 가슴골이 보일 정도로 깊게 파인 옷을 차려입고 겐타의 집을 방문하는데, 한창 성에 민감할 시기인 겐타는 그녀의 옷차림에 수업에 집중할 수 없게 된다. 그래서 좀처럼 집중하지 못하는 겐타의 긴장을 풀어주기 위해 레이코는 특단의 방법으로 마사지는 해주지만 어렸을 때와 다르게 너무나도 성장해버린 겐타의 모습에 흥분을 감추지 못한 레이코는 그만 겐타의 속옷을 벗겨버린다.에피소드2남편은 과학연구로 한 해의 절반을 해외에 나가 있는 날이 많으며 아내 레이코는 집안일을 하며 소일거리로 시간제 가정교사를 하고 있다. 그러던 어느 날 레이코는 남편의 오랜 친구로부터 부탁을 받고 그의 아들 재수생인 켄지의 가정교사를 맡게 된다. 옛날부터 사람을 가르치는 것을 좋아했던 레이코는 켄지가 좀 더 수업에 집중할 수 있도록 자신의 몸을 이용해 그의 이해력을 도우며 주입식 교육을 시킨다.",에피소드 남편 친구 아들 재수생 가정교사 가정교사 그날 상상 자위 시작 다음 가슴골 방문 한창 시기 옷차림 수업 집중 좀처럼 집중 긴장 위해 특단 방법 마사지 해주 흥분 속옷 에피소드 남편 과학 연구 절반 아내 집안일 일거리 시간제 가정교사 남편 친구 로부터 부탁 아들 재수생 가정교사 옛날 사람 수업 집중 자신 이용 이해력 도우 주입 교육,"일거리, 아들, 시간제, 가슴골, 수업, 남편, 에피소드, 재수생, 집중, 가정교사"
169546,가족사진,7.5,전체 관람가,"['드라마', '가족']",무카이 무네토시,"['미츠무네 카오루', '타카야마 미야코']","같은 대학 사진 동아리의 단짝 4인방. 미키의 아버지가 운영하는 찻집은 아지트이자 또 하나의 가족과 같은 따뜻한 장소. 졸업을 앞둔 이들은 추억여행을 계획하지만, 자금을 관리하던 친구가 모아둔 돈을 잃어버리는 등 차질이 빚어지고, 화해는 했지만 어딘가 공허함을 느끼기 시작한 미키는 어느 날 가게에 붙어있는 개점 당시 촬영 한 가족 사진을 보고 아이디어가 떠오른다. 친구, 가족, 그리고 소중한 가족사진",단짝 인방 운영 아지트 이자 하나 장소 졸업 추억 여행 계획 자금 관리 차질 지고 화해 어딘가 시작 가게 개점 당시 촬영 사진 보고 아이디어 사진,"단짝, 자금, 아이디어, 지고, 화해, 인방, 아지트, 차질, 개점, 사진"
158634,가족의 재구성,7.57,청소년 관람불가,['멜로/로맨스'],최재후,"['윤세나', '백세리', '신성훈', '이대곤']","각자 아이들을 데리고 재혼을 한 광식과 해라. 본의 아니게 남매가 된 광식의 아들 명호와 해라의 딸 달래는 아슬아슬한 관계를 이어가고 있다. 명호는 수시로 달래에게 수작을 걸고 달래 역시 싫지 않은 내색으로 이복 오빠의 장난을 받아 치던 중 가족은 강원도로 여행을 떠나게 되는데…알고 보면 유명한 VJ로 야한 동영상을 올려오던 달래의 광 팬이었던 새 아버지 광식과 원숙한 새엄마에게 묘하게 끌리는 아들 명호. 가족은 제한된 공간에서 머물면서 휴가를 보내다 보니 자신들의 감정을 제어하기 점차 어려워지고, 우연히 달래와 광식 단 둘이 낚시를 떠나게 되며 가족 관계는 복잡하게 얽혀가기 시작한다.",각자 아이 데리 재혼 본의 남매 아들 관계 어가 수작 역시 내색 장난 가족 여행 동영상 아버지 새엄마 아들 가족 제한 공간 휴가 자신 감정 제어 점차 낚시 가족 관계 시작,"동영상, 내색, 제한, 제어, 본의, 관계, 낚시, 수작, 아들, 가족"
153729,간츠: 오,8.24,청소년 관람불가,"['애니메이션', 'SF', '액션', '서스펜스']",사이토 케이이치,"['오노 다이스케', '하야미 사오리']","지하철에서 위험에 빠진 시민을 구하려다 죽음을 당한 고등학생 ‘카토’는 어느 방 안에서 눈을 뜬다. 죽은 사람들이 모여 있는 방 안에 나타난 정체 모를 검은 구체 ‘간츠’. 그리고 ‘간츠’가 남긴 미션. ‘제한 시간 내에 괴생명체들과의 전투에서 살아 남아 100점이 걸린 최종보스를 제거하라!’ 홀로 남은 동생에게 돌아가기 위해 카토는 오사카 도심을 공격한 괴물에 맞서 싸우지만, 그와 ‘레이카’ 가 속한 도쿄팀은 열세에 몰리고, 때마침 ‘안즈’를 비롯해 ‘조지’, ‘무로야, ‘오카’까지 막강한 에이스가 모인 오사카팀과 조우한다. 그러나 최종보스 ‘누라리횬’의 등장으로 간츠팀은 역대 최악의 상황에 놓이는데..",지하철 위험 시민 죽음 당한 사람 정체 구체 미션 제한 시간 괴생명체 전투 남아 최종 보스 제거 홀로 동생 위해 도심 공격 괴물 도쿄 열세 몰리 때마침 비롯 막강 에이스 조우 최종 보스 등장 역대 최악 상황,"막강, 도쿄, 괴생명체, 제한, 열세, 조우, 구체, 지하철, 보스, 최종"
155665,강철비,8.33,15세 관람가,"['액션', '드라마']",양우석,"['정우성', '곽도원']","쿠데타 발생 직후 최정예요원 '엄철우'(정우성)는 치명상을 입은 북한 1호와 함께 남한으로 내려온다. 그 사이 북한은 대한민국과 미국을 상대로 선전포고를, 남한은 계엄령을 선포한다.이때 북한 1호가 남한으로 내려왔다는 정보를 입수한 외교안보수석 '곽철우'(곽도원)는 전쟁을 막기 위해 이들에게 긴밀한 접근을 시도하는데....",쿠데타 발생 직후 치명상 사이 상대로 선전포고 계엄령 선포 호가 정보 입수 외교 안보 수석 전쟁 위해 접근 시도,"선포, 직후, 수석, 치명상, 호가, 안보, 쿠데타, 외교, 선전포고, 계엄령"
160988,강호의 무림신공,3.92,12세 관람가,"['액션', '무협', '드라마']",해도,"['한삭', '유관성', '이미혜', '장철호']","무림 5대 문파 소림, 개방, 항산, 화산, 곤륜 중에서 무림 맹주를 뽑는 무림대회를 앞두고 화산파와 항산파 우두머리들이 함께 사망하는 사건이 발생하게 되고, 현 맹주는 이소백에게 조사를 의뢰하게 된다. 천하 제일의 명의 구선덕이 나서 시신을 검사하여 사망 원인을 살피고, 화산파 모란의 독 때문에 죽었다고 진단을 내린다. 그러나 이소백의 조수 조능아는 모란에는 독이 없다며 그의 말이 사실이 아니라고 주장한다.한편, 만화루에서 이소백 앞으로 모란이 들어있는 상자가 배달된다. 이소백 대신 상자를 받은 조능아는 정신을 잃고 쓰러지는데…과연 맹주의 우두머리들은 모란의 독에 죽음을 당한 것인가?소림사 무림탐정 이소백, 그들의 의문스러운 죽음을 파헤치다!",무림 항산 화산 무림 맹주 무림 대회 우두머리 사망 사건 발생 맹주 조사 의뢰 천하 제일 명의 시신 검사 사망 원인 살피 모란 진단 린다 조수 모란 사실 주장 모란 상자 배달 대신 상자 정신 과연 맹주 우두머리 모란 죽음 당한 무림 탐정 의문 죽음,"화산, 살피, 죽음, 항산, 사망, 상자, 우두머리, 맹주, 무림, 모란"
158751,개구리왕국 2,7.0,전체 관람가,['애니메이션'],상광희,"['사문영', '이경태', '임주현', '홍진욱', '윤세웅', '이현']","누군가 왕국의 비밀인 ‘크리스탈 개구리’에 대한 이야기를 퍼뜨리고 다니는 것.위기를 직감한 왕의 명령으로 ‘프레디’를 비롯한 전사들은왕국의 운명이 걸린 크리스탈 개구리를 지키기 위해 신비의 땅으로 향하는데...악당 애꾸눈 일당의 계략에 빠진 재키 공주와 프레디, 그리고 전사들은과연 왕국을 구할 수 있을 것인가?!",누군가 왕국 비밀 이야기 퍼뜨리 위기 직감 명령 비롯 운명 위해 악당 애꾸눈 일당 계략,"운명, 누군가, 악당, 직감, 명령, 비롯, 계략, 왕국, 일당, 퍼뜨리"
144084,개에게 처음 이름을 지어준 날,7.95,전체 관람가,['드라마'],야마다 아카네,['고바야시 사토미'],"함께 살던 반려견 ‘나츠’를 병으로 떠나 보낸 방송국 PD ‘카나미’(고바야시 사토미)는 문득, 반려동물들을 위해 뭐라도 해야겠다는 생각에 동물 보호 센터를 찾는다. 일주일이 지나면 살처분이 될 운명에 처한 동물보호센터의 동물들,비윤리적인 개공장에서 돈벌이의 수단이 되어버린 개들, 대지진으로 주민들이 떠나버린 마을에 덩그러니 남겨진 유기동물들, 알레르기 때문에, 또 아이 건강에 좋지 않을까봐… 무책임한 이유로 버려져 마음에 상처를 입은 고양이들…‘카나미’는 보호 센터에서 동물들의 안타까운 현실을 직접 마주하면서 동물과 인간의 행복한 동행을 위해 영화를 직접 만들어보기로 결심한다.",반려견 문득 반려동물 위해 생각 일주일 처분 운명 동물보호 센터 동물 윤리 공장 돈벌이 수단 대지진 주민 유기동물 알레르기 건강 이유 마음 상처 고양이 보호 센터 동물 현실 직접 마주 동물 인간 동행 위해 영화 직접 보기 결심,"돈벌이, 문득, 처분, 대지진, 윤리, 반려동물, 동물보호, 직접, 센터, 동물"
169524,거부 못할 제자의 향기,0.0,청소년 관람불가,['일본'],토미오카 타다후미,[],유명 문학작가로써 명성을 날리 타케나카에게 어느 날 요시코라는 어린 여자가 들어와 하숙을 청한다.정교하면서도 끊임없이 들어오는 그녀의 향기로 인해 그녀에 대한 음란한 상상을 하게 된다.상상은 점차 현실 속에서 나타나며 요시코의 문학적 스승으로서 책임감과 그녀의 성적 욕구에 대한 갈등으로 인하여 요시코에 대한 타케나카의 행동은 점차 변해간다.,유명 문학 작가 로써 명성 여자 상상 상상 점차 현실 문학 스승 책임감 성적 욕구 갈등 행동 점차 간다,"유명, 갈등, 욕구, 스승, 명성, 로써, 책임감, 상상, 점차, 문학"
142255,걸 온 더 트레인,7.41,청소년 관람불가,"['미스터리', '스릴러']",테이트 테일러,"['에밀리 블런트', '헤일리 베넷', '루크 에반스', '레베카 퍼거슨']","톰과의 이혼으로 알코올 의존자가 된 레이첼은매일 같은 시간, 같은 칸 통근 열차에 앉아 창 밖 풍경을 보는 게 낙이다.그런 그녀의 눈에 들어온 완벽한 커플, 메건 부부.어느 날 메건이 실종되고, 그녀의 남편 스콧이 용의선상에 오르지만톰의 새로운 부인 애나는 사건의 용의자로 레이첼을 지목한다.메건이 실종되던 날피투성이로 돌아온 레이첼부분부분 조각난 기억,그날의 진실을 기억해 내야 한다!",이혼 알코올 의존 시간 통근 열차 풍경 커플 부부 실종 남편 용의 선상 부인 사건 용의자 지목 실종 날피 투성이 조각 기억 그날 진실 기억 내야,"투성이, 용의, 열차, 의존, 내야, 선상, 날피, 통근, 기억, 실종"
158776,검객풍운,4.69,15세 관람가,"['액션', '드라마']",장뢰,"['양준우', '양서장', '금초', '류탁정']",봉황산에 오른 강호의 고수들이 하나 둘씩 사라진다는 괴소문이 돈다. 점점 흉흉해지는 강호의 분위기를 알아챈 검술의 일인자 이어풍은 소문의 진실을 찾기 위해 봉황산으로 떠난다. 그리고 그곳에서 밝혀진 충격적인 진실. 이어풍은 자신만이 절대악을 막고 사람들을 구할 수 있다는 사실을 깨닫고 다시 한 번 칼을 뽑아 든다.,오른 강호 고수 하나 괴소문 점점 강호 분위기 검술 일인자 소문 진실 찾기 위해 충격 진실 자신 대악 사람 사실 다시,"소문, 분위기, 고수, 오른, 대악, 괴소문, 검술, 일인자, 진실, 강호"
153750,검은 숲 속으로,3.0,15세 관람가,"['스릴러', '드라마']",질스 마챈드,"['제레미 엘카임', '티모테 봄 토르프', '데오 반 드 부르드']",톰과 벤은 프랑스에 사는 엄마를 떠나 스웨덴에서 혼자 살고 있는 아빠를 찾아온다.전문직 종사자인 아빠는 직장을 팽개친 채 두 아들을 데리고 아무도 없는 숲 속으로 캠핑을 떠난다.그러나 기이한 행동을 보이는 아빠에게 아이들은 불안과 공포를 느끼고 캠핑장에서 빠져나가려고 애쓰는데...어린 형제의 상상 속에서 아빠는 악마의 형상을 한 낯선 남자가 되어간다.,혼자 전문직 종사 직장 팽개친 아들 데리 아무 행동 아이 불안 공포 형제 상상 악마 형상 간다,"행동, 공포, 직장, 형제, 데리, 악마, 불안, 형상, 종사, 팽개친"
171884,게발트 파이브:구타본능,0.0,15세 관람가,"['액션', '드라마', '멜로/로맨스']",야마가 타카유키,[],"일진들간의 치열한 주도권 싸움이 벌어지는 중앙고교. 그 곳에서 왕따라도 당할까 노심초사 학창시절을 보내던 루이토. 어느 날 양아치들에게 망신을 당한 것을 빌미로 친구들이 자신을 따돌리려는 낌새를 느낀 그는 스스로 일진이 되기 위해 교내 최강의 남자 ‘안노’에게 도움을 청하고, 우여곡절 끝에 교내 최강의 서클 ‘게발트파이브’를 만나게 된다.",일진 간의 주도 싸움 왕따 노심초사 학창시절 아치 망신 당한 미로 친구 자신 낌새 스스로 일진 위해 교내 최강 남자 도움 우여곡절 교내 최강 서클,"아치, 주도, 왕따, 서클, 노심초사, 학창시절, 망신, 최강, 일진, 교내"
156083,겟 아웃,8.29,15세 관람가,"['미스터리', '공포', '스릴러', '드라마']",조던 필,"['다니엘 칼루야', '앨리슨 윌리암스', '브래드리 휘트포드', '캐서린 키너']",흑인 남자가 백인 여자친구 집에 초대 받으면서 벌어지는 이야기,흑인 백인 초대 이야기,"이야기, 초대, 흑인, 백인"
152317,경심파,5.18,15세 관람가,"['액션', '스릴러']",오품유,"['사정봉', '유청운', '동려아', '범효훤']","악인을 심판한다는 명분으로 법망을 피해가며 연쇄 살인을 저지르는 전례 없는 연쇄살인범 ‘장군’.살인 예고장을 보낸 뒤 3일 안에 살인 계획을 실행하는 그로부터 또 한 번의 살인 예고장이 접수된 가운데 강력계 형사 ‘마진’은 장군의 파놓은 함정을 알아채고 그를 현장에서 사살한다.하지만 장군과의 대치 중 그는 총을 맞고 쓰러져 병원으로 이송되고, 장군의 심장을 이식 받고 다시 기적 같이 살아난다.그로부터 1년 반 뒤, 또 다시 장군의 살인 예고장이 도착하고 그의 범죄는 더욱 대담해져 국제적인 사건이 된다.이에 인터폴과 마진, 범죄심리학자 ‘처자웨이’ 교수가 수사팀에 합류된다.하지만 마진과 처자웨이의 사이에서 알 수 없는 긴장감이 흐르고, 수사팀 내부에 장군의 협력자가 있음이 의심되는 가운데 두 사람은 서로가 장기 이식수술을 받았음을 알고 서로를 의심하는데..",악인 심판 명분 법망 피해 연쇄 살인 전례 연쇄살인범 살인 예고 살인 계획 실행 그로 번의 살인 예고 접수 가운데 강력 형사 함정 현장 사살 대치 이송 심장 이식 다시 기적 그로 다시 살인 예고 도착 범죄 국제 사건 범죄심리학자 교수 합류 사이 긴장감 내부 협력 의심 가운데 사람 서로 장기 이식 수술 서로 의심,"이송, 악인, 법망, 사살, 의심, 가운데, 그로, 이식, 예고, 살인"
151249,고려 아리랑: 천산의 디바,8.09,전체 관람가,['다큐멘터리'],김소영,"['방 타마라', '이함덕']","카자흐스탄, 우즈베키스탄, 투르크메니스탄, 키르기즈스탄, 모스크바… 세계 곳곳으로 흩어진 이들에게 ‘고려극장’이 찾아오는 날은 유일한 잔칫날이었다.잃어버린 가족을 다시 만난 듯, 그렇게 눈물을 흘리며 기뻐했다. 러시아인 어머니, 고려인 아버지에게 물려받은 아름다운 목소리로 사랑 받았던 ‘방 타마라’,  100여 가지의 배역을 소화했던 무대의 여왕 ‘이함덕’, 시베리아 벌판을 무대 삼아 위로의 무대를 선사했던 두 디바의 경이로운 삶이 펼쳐진다!",세계 곳곳 고려 극장 잔칫날 목소리 사랑 가지 배역 소화 무대 여왕 무대 위로 무대 선사 경이,"위로, 곳곳, 목소리, 여왕, 선사, 경이, 극장, 배역, 고려, 무대"
10922,고령가 소년 살인사건 상영중,8.7,15세 관람가,['드라마'],에드워드 양,"['장첸', '양정이']",14살 소년 샤오쓰(장첸 분)는 국어 성적이 나쁘다는 이유로 중학교 주간부에서 야간부로 반을 옮기게 되고 ‘소공원’파와 어울려 다닌다.그러던 중 샤오쓰는 양호실에서 밍(양정이 분)이라는 이름의 소녀를 만나게 된다.소녀는 ‘소공원’파의 보스 허니의 여자로 허니는 샤오밍을 차지하기 위해 경쟁조직인 ‘217’파의 보스를 죽이고 은둔 중이다.보스의 부재로 통제력을 상실한 ‘소공원’파는 보스 자리를 두고 혼란에 빠지고 돌연 허니가 돌아오게 되면서 ‘소공원’파 내부와 ‘217’파간의 대립이 격해진다.그리고 밍을 사랑하게 된 샤오쓰도 이들의 싸움에 휘말리게 되는데…,소년 국어 성적 이유 중학교 간부 야간 부로 호실 이름 소녀 소녀 파의 보스 여자 샤오을 차지 위해 경쟁 조직 파의 보스 은둔 중이 보스 부재 통제 보스 자리 혼란 돌연 내부 파간 대립 사랑 싸움 말리,"부재, 부로, 중학교, 국어, 소녀, 호실, 샤오을, 파간, 파의, 보스"
158256,고스트 스토리,7.54,12세 관람가,"['판타지', '멜로/로맨스']",데이빗 로워리,"['케이시 애플렉', '루니 마라']","사랑을 잃다교외의 작고 낡은 집 -작곡가인 C와 그의 연인 M은 조용하지만 단란한 일상을 보내고 있다어느 날, 갑작스런 사고로 C는 세상을 떠나고 홀로 남은 M은 무거운 슬픔에 잠긴다사랑을 기억하다창백한 조명의 병원 영안실 -고스트가 되어 깨어난 C는 마치 홀린 듯 M이 기다리는 자신의 집으로 돌아간다같은 시간, 같은 공간에 머무는 그녀와 고스트는 사랑했던 기억을 추억하며 무디게 흘러가는 시간을 견뎌낸다사랑을 잊다몇 년이 지나, 다시 집 -새로운 사랑을 만나고 헤어지며 상실의 시간을 지나온 M은 결국 집을 떠난다남겨진 고스트는 영원히 그녀를 기다릴 자신의 운명을 알기에 끝을 알 수 없는 긴 여정을 시작한다",사랑 교외 작고 작곡가 연인 단란 일상 사고 세상 홀로 슬픔 사랑 기억 조명 마치 홀린 자신 시간 공간 사랑 기억 추억 시간 사랑 지나 다시 사랑 상실 시간 지나 자신 운명 여정 시작,"작곡가, 홀린, 조명, 단란, 작고, 교외, 기억, 시간, 지나, 사랑"
170689,고야 : 살과 피의 환상,7.0,전체 관람가,['다큐멘터리'],데이비드 비커스태프,[],사상 최초로 스페인 미술의 거장 고야의 파란만장한 삶과 예술혼을 영상으로 옮기다! 스크린 뮤지엄 시리즈 3번 째 편 <고야 : 살과 피의 환상>은 영국 런던 내셔널 갤러리의 전시회에서부터 스페인의 광활한 전원에 이르기까지 고야의 작품에 영감을 준 배경을 쫓아간다. 일상의 삶과 스페인의 과거를 탁월한 시각으로 바라본 역사적으로 위대한 화가 고야. 그가 그린 다채로운 세계를 탐험한다. 고야는 스페인 최고의 궁정화가가 된 40대 중반 심한 병을 앓은 뒤 청력을 잃게 된다. 고야는 소리와 단절된 삶을 살게 되지만 점점 더 시대와 인간을 집중적으로 포착하는 그림을 그린다. 극적으로 변화하는 고야의 화풍을 통해 혼란의 역사를 기록한 화가를 만난다.,사상 최초 미술 거장 예술 영상 시리즈 환상 영국 전시회 전원 작품 영감 배경 일상 과거 시각 역사 화가 그린 세계 탐험 최고 정화 가가 청력 소리 단절 점점 시대 인간 집중 포착 그림 린다 극적 변화 화풍 통해 혼란 역사 기록 화가,"극적, 단절, 청력, 전시회, 정화, 전원, 가가, 화풍, 화가, 역사"
158318,고양이 케디,8.87,전체 관람가,['다큐멘터리'],제다 토룬,['뷜렌드 우스틴'],"사기꾼, 돌+냥이, 냥블리, 애교쟁이, 헌터, 유냥독존, 젠틀맨까지! 사람보다 더 사람 같은 고양이들이 당신에게 보내는 따뜻한 러브레터",사람 사람 고양이 당신 러브레터,"당신, 사람, 고양이, 러브레터"
168863,고향이 어디세요,9.0,12세 관람가,['다큐멘터리'],정수웅,"['김용복', '조윤조', '손봉임', '손은홍', '손인수', '손계월', '박용태', '박레냐', '정명규', '나딸리아', '최일갑', '임양한', '발라', '안드레이', '김재권', '손춘자', '김금단', '김금선', '전상수', '전아나톨리', '마리나 발레리에브나', '윤호']","캄차카 반도에 광복 후 생계를 위해 ‘소련’에 온 ‘조선인’ 노동자들.그들은 몇 년 후면 돈을 벌어 조국으로 돌아간다는 생각에 꿈에 부풀었다.하지만 6.25 전쟁이 일어나고, 영영 고국으로 돌아가지 못한다.이들은 기근과 병, 그리고 고된 노동을 견디지 못하고, 하루에도 수십 명씩 죽어 나가지만, 묘비에 이름하나 새기지 못하고 공동묘지에 집단매장 당한다.이들의 소원은 죽어서라도 고향 땅에 묻히는 것..",광복 생계 위해 조국 생각 전쟁 일어나고 영영 고국 기근 노동 하루 수십 묘비 이름 하나 기지 집단 매장 소원 어서,"일어나고, 노동, 조국, 수십, 고국, 기근, 어서, 영영, 광복, 매장"
143379,골드,8.55,15세 관람가,"['드라마', '모험', '스릴러']",스티븐 개건,"['매튜 맥커너히', '에드가 라미레즈', '브라이스 달라스 하워드']","인생 역전의 한 방을 노리는 ‘케니’(매튜 맥커너히)는 최대 규모의 금광 발견을 꿈꾼다. 그런 그에게 모두가 코웃음을 치지만, 자신의 신념 하나만 믿고 지질학자와 함께 인도네시아 정글로 탐사를 떠난다. 끝이 보이지 않을 것 같던 그 순간, 170억 달러 규모의 금을 발견하는 데 성공한 ‘케니’. 금광 발견이라는 성취감에 빠져 있던 그에게 전세계를 뒤흔드는 예상치 못한 사건이 일어나는데…",인생 역전 최대 규모 금광 발견 모두 코웃음 자신 신념 하나 지질학자 정글 탐사 보이지 순간 달러 규모 발견 금광 발견 성취 전세계 상치 사건,"달러, 탐사, 역전, 정글, 성취, 코웃음, 지질학자, 발견, 규모, 금광"
134838,공각기동대 : 고스트 인 더 쉘,6.96,15세 관람가,"['SF', '범죄', '액션']",루퍼트 샌더스,['스칼렛 요한슨'],"인간과 로봇의 경계가 무너진 가까운 미래,강력 범죄와 테러 사건을 담당하는 엘리트 특수부대 섹션9. 인간과 인공지능이 결합해 탄생한 특수요원이자 섹션9을 이끄는 메이저(스칼렛 요한슨)는 세계를 위협하는 음모를 지닌 범죄 테러 조직을 저지하라는 임무를 받는다. 첨단 사이버 기술을 보유한 ‘한카 로보틱스’를 파괴하려는 범죄 테러 조직을 막기 위해 엘리트 특수부대 섹션9이 나서기 시작하고 사건을 깊이 파고들수록 메이저는 자신의 과거와 존재에 대한 의문을 갖게 되는데…!스스로의 존재를 찾기 위한, 그리고 세계를 구하기 위한 거대 조직과의 전투가 시작된다!",인간 로봇 경계 미래 강력 범죄 테러 사건 담당 인간 인공 지능 탄생 특수요원 이자 섹션 위협 음모 범죄 테러 조직 지하 임무 첨단 사이버 기술 보유 파괴 범죄 테러 조직 위해 시작 사건 깊이 자신 과거 존재 의문 스스로 존재 찾기 거대 조직 전투 시작,"특수요원, 보유, 사이버, 섹션, 첨단, 존재, 인간, 조직, 범죄, 테러"
140804,공각기동대 신극장판,8.21,15세 관람가,"['SF', '액션', '애니메이션']",노무라 카즈야,"['사카모토 마아야', '쥬쿠 잇큐', '마츠다 켄이치로', '신가키 타루스케']","2029년 3월, 전후 최대의 사건으로 불리는 일본 총리 암살사건이 벌어지자, 쿠사나기 소령은 사이보그 대원들로 구성된 정예 부대를 이끌고 수색에 나선다.대테러의 배후를 파헤치던 쿠사나기 소령은 자신과 똑같은 모습을 한 사이보그를 뒤쫓던 중, 그녀의 출생에 얽힌 충격적인 진실을 마주하게 되는데…드디어 ‘공각기동대’의 전설적인 서막이 열린다!“자신의 고스트를 따르라!”",전후 최대 사건 암살 사건 대원 구성 수색 테러 배후 자신 출생 충격 진실 마주 전설 서막 린다 자신 고스트,"배후, 암살, 구성, 사건, 대원, 수색, 전후, 출생, 서막, 고스트"
165461,공범자들,9.1,15세 관람가,['다큐멘터리'],최승호,"['이명박', '김재철', '김장겸', '고대영']","2008년 미국산 쇠고기 수입문제 보도로 MB정부가 큰 타격을 입자 본격적인 언론 장악이 시작된다. 첫 타겟이 된 KBS가 권력에 의해 점차 무너지고, 2010년 ‘4대강 사업’의 실체를 고발한 MBC 도 점령당한다. 결국 방송 검열이라는 최악의 상황으로 치닫으면서, 더 이상 공영방송이 아닌 권력의 홍보 기지로 전락한 KBS와 MBC. 2014년 세월호 참사의 오보와 2016년 최순실 국정농단 사건의 진실마저 은폐하려 한다. 최승호 감독은 지난 10년 동안 공영방송을 망친 주범과 그들과 손잡은 공범자들의 실체를 밝히기 위해 다시 한 번 움직이기 시작하는데…",미국 쇠고기 수입 문제 보도로 타격 입자 본격 언론 장악 시작 타겟 권력 점차 대강 사업 실체 고발 점령 방송 검열 최악 상황 이상 권력 홍보 기지 전락 세월호 참사 국정 농단 사건 진실 은폐 지난 동안 범과 범자 실체 위해 다시 시작,"참사, 세월호, 홍보, 보도로, 국정, 검열, 쇠고기, 농단, 권력, 실체"
142384,공조,8.27,15세 관람가,['액션'],김성훈,"['현빈', '유해진', '김주혁']","비밀리에 제작된 위조 지폐 동판을 탈취하려는 내부 조직에 의해 작전 중 아내와 동료들을 잃게 된 특수 정예부대 출신의 북한형사 ‘림철령’(현빈). 동판을 찾아야만 하는 북한은 남한으로 숨어든 조직의 리더 ‘차기성’(김주혁)을 잡기 위해역사상 최초의 남북 공조수사를 요청하고, 그 적임자로 철령을 서울에 파견한다. 한편, 북한의 속내가 의심스런 남한은 먼저 차기성을 잡기 위한 작전을 계획하고, 정직 처분 중인 생계형 형사 ‘강진태’(유해진)에게 공조수사를 위장한 철령의 밀착 감시를 지시한다. 임무를 완수해야 하는 철령과 임무를 막아야만 하는 진태. 그들에게 주어진 시간은 단 3일, 한 팀이 될 수 없는 남북 형사의 예측불가 공조수사가 시작된다!",비밀리 제작 위조 지폐 동판 탈취 내부 조직 작전 아내 동료 출신 북한 형사 동판 북한 조직 리더 잡기 위해 역사상 최초 남북 수사 요청 적임 철령 파견 북한 먼저 잡기 작전 계획 정직 처분 중인 생계 형사 수사 위장 철령 밀착 감시 지시 임무 완수 임무 시간 남북 형사 예측 불가 수사 시작,"작전, 조직, 임무, 잡기, 형사, 수사, 남북, 동판, 철령, 북한"
169581,과부:젖어버린 그곳,0.0,청소년 관람불가,['멜로/로맨스'],카에데,[],"남편과 사별후 홀로 하숙집을 운영하는 나나코. 두명의 젊은 남자 하숙생의 생활을 책임지며 살아가다보니 마치 신혼때의 기분이 나는 듯 해 어느 덧 남편 생각하는 시간도 줄어들고, 하숙생들은 젊고 아름다운 그녀를 흠모하지만 그녀는 오로지 남편만 생각한다. 하지만 얼마 후 친구 남편과 술김에 섹스를 한 후, 숨어있던 육욕이 깨어난다.",홀로 운영 명의 남자 하숙 생활 마치 기분 생각 시간 하숙 모하 생각 얼마 친구 술김 섹스 육욕,"명의, 홀로, 운영, 얼마, 마치, 기분, 모하, 술김, 생각, 하숙"
168136,관음:아내의 꽃잎,0.0,청소년 관람불가,['멜로/로맨스'],토미 타로,[],"세입자들로부터 월세를 받아 생활을 하던 부부. 하지만 워낙 낡은 집이라 세입자를 구하기 힘들어 방 대부분이 공실이 된데다 급기야 남아있는 세입자들까지 조만간 방을 비울거란 소식이 들려오자 부부는 밥, 빨래, 청소까지 풀코스로 서비스를 제공하는 특단의 대책을 마련하는데, 반응이 좋아 세입자를 확보하는데 성공한다. 그러던 어느 날 남편은 우연히 아내가 세입자에게 또 다른 서비스를 제공하는 것을 목격, 분노하지만 이내 그 현장을 몰래 지켜보며 발기하는 자신을 발견한다.",월세 생활 워낙 대부분 공실이 조만간 소식 빨래 청소 코스 서비스 제공 특단 대책 마련 반응 확보 다른 서비스 제공 목격 이내 몰래 발기 자신 발견,"빨래, 코스, 확보, 발기, 특단, 조만간, 워낙, 공실이, 서비스, 제공"
